Código Tarifa;Código Propio;Descripción;Valor
903850;903850;LIQUIDO CEFALORRAQUIDEO (LCR EXAMEN FISICO Y CITOQUIMICO CON GLUCOSA PROTEINAS MORFOLOGIA DE ERITROCITOS Y DIFERENCIAL DE LEUCOCITOS);59300
903851;903851;LIQUIDO PERITONEAL (EXAMEN FISICO Y CITOQUIMICO CON DETECCION DE ERITROCITOS RECUENTO Y MORFOLOGIA DE LEUCOCITOS GLUCOSA PROTEINAS Y AMILASA);52500
903852;903852;LIQUIDO PLEURAL (EXAMEN FISICO Y CITOQUIMICO CON RECUENTO Y MORFOLOGIA DE LEUCOCITOS GLUCOSA Y DESHIDROGENASA LACTICA);58700
903853;903853;LIQUIDO SINOVIAL (EXAMEN FISICO Y CITOQUIMICO CON RECUENTO Y MORFOLOGIA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEINAS Y TEST DE MUCINA);57387
903854;903854;MAGNESIO EN SUERO U OTROS FLUIDOS;20800
903855;903855;MAGNESIO EN ORINA DE 24 HORAS;20800
903856;903856;NITROGENO UREICO;10800
903857;903857;NITROGENO UREICO EN ORINA DE 24 HORAS;10800
903859;903859;POTASIO EN SUERO U OTROS FLUIDOS;32200
903861;903861;PROTEINAS DIFERENCIADAS [ALBUMINA-GLOBULINA];57387
903862;903862;PROTEINAS EN ORINA DE 24 HORAS;10300
903863;903863;PROTEINAS TOTALES EN SUERO Y OTROS FLUIDOS;9200
903864;903864;SODIO EN SUERO U OTROS FLUIDOS;26500
903865;903865;SODIO EN ORINA DE 24 HORAS;26500
903866;903866;TRANSAMINASA GLUTAMICO-PIRUVICA [ALANINO AMINO TRANSFERASA];23500
903867;903867;TRANSAMINASA GLUTAMICO OXALACETICA [ASPARTATO AMINO TRANSFERASA];23500
903868;903868;TRIGLICERIDOS;15200
903869;903869;UREA EN SANGRE U OTROS FLUIDOS;11900
903870;903870;UREA EN ORINA DE 24 HORAS;11900
903874;903874;PROTEINAS TOTALES EN ORINA PARCIAL;9200
903877;903877;ACIDO URICO EN ORINA PARCIAL;15200
903881;903881;CREATINA EN ORINA DE 24 HORAS;15200
903883;903883;GLUCOMETRIA(TIRILLA PARA GLUCOMETRIA);3248
903895;903895;CREATININA EN SUERO U OTROS FLUIDOS;13000
904101;904101;SOMATOMEDINA C [FACTOR I DE CRECIMIENTO SIMILAR A LA INSULINA O IGF-1];135100
904103;904103;HORMONA ADRENOCORTICOTROPICA;61477
904104;904104;HORMONA DE CRECIMIENTO [SOMATOTROPICA];83100
904105;904105;HORMONA FOLICULO ESTIMULANTE;183000
904106;904106;HORMONA FOLICULO ESTIMULANTE Y HORMONA LUTEINIZANTE PRE Y POST HORMONA LIBERADORA DE GONADOTROPINA CADA MUESTRA;183000
904107;904107;HORMONA LUTEINIZANTE;94500
904108;904108;PROLACTINA;73400
904109;904109;PROLACTINA (MEZCLA DE TRES MUESTRAS);73400
904202;904202;HORMONA DEL CRECIMIENTO [SOMATOTROPICA] PRE Y POST EJERCICIO CADA MUESTRA;178549
904203;904203;HORMONA FOLICULO ESTIMULANTE Y HORMONA LUTEINIZANTE PRE Y POST OTRO ESTIMULO CADA MUESTRA;183000
904204;904204;PROLACTINA PRE Y POST ESTIMULACION;59300
904301;904301;CORTISOL PRE Y POST ESTIMULACION 2 MUESTRAS;81700
904501;904501;ANDROSTENEDIONA;115000
904503;904503;ESTRADIOL;74200
904504;904504;ESTRIOL;73400
904506;904506;ESTROGENOS (ESTRADIOL 17 BETA);42000
904508;904508;GONADOTROPINA CORIONICA SUBUNIDAD BETA CUALITATIVA PRUEBA DE EMBARAZO EN ORINA O SUERO;43800
904509;904509;HIDROXIPROGESTERONA 17 ALFA;82600
904510;904510;PROGESTERONA;76100
904601;904601;TESTOSTERONA LIBRE;77700
904602;904602;TESTOSTERONA TOTAL;71200
904702;904702;INSULINA PRE Y POST GLUCOSA;81031
904704;904704;INSULINA (CADA MUESTRA);80900
904801;904801;ALDOSTERONA;121300
904804;904804;CETOESTEROIDES 17;70100
904805;904805;CORTISOL DIFERENTES MUESTRAS;64100
904807;904807;CORTISOL LIBRE EN ORINA DE 24 HORAS;64100
904808;904808;DEHIDROEPINANDROSTERONA;105300
904809;904809;DEHIDROEPINANDROSTERONA SULFATO [EPINANDROSTERONA - DHEA-SO4] CADA MUESTRA;82600
904811;904811;HIDROXICORTICOSTEROIDES 17;35500
904901;904901;GLOBULINA TRANSPORTADORA DE TIROXINA;66000
904902;904902;HORMONA ESTIMULANTE DEL TIROIDES;71200
904904;904904;HORMONA ESTIMULANTE DEL TIROIDES ULTRASENSIBLE;71200
904905;904905;HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST ESTIMULACION;71200
904912;904912;HORMONA PARATIROIDEA MOLECULA INTACTA;105300
904920;904920;TIROGLOBULINA;62628
904921;904921;TIROXINA LIBRE;54100
904922;904922;TIROXINA TOTAL;53300
904923;904923;TRIYODOTIRONINA (CAPTACION);53100
904924;904924;TRIYODOTIRONINA LIBRE;53100
904925;904925;TRIYODOTIRONINA TOTAL;53100
905201;905201;ACIDO VALPROICO AUTOMATIZADO;56800
905203;905203;BARBITURICOS CUANTITATIVO SEMIAUTOMATIZADO O AUTOMATIZADO;50300
905205;905205;CARBAMAZEPINA CUANTITATIVA SEMIAUTOMATIZADA;84400
905208;905208;ETOSUXIMIDA CUANTITATIVA AUTOMATIZADA;38400
905301;905301;ANFETAMINAS Y METANFETAMINAS CUANTITATIVAS AUTOMATIZADO;56600
905303;905303;ANTIDEPRESIVOS TRICICLICOS CUANTITATIVO AUTOMATIZADO;68500
905304;905304;ANTIDEPRESIVOS TRICICLICOS SEMICUANTITATIVO MANUAL O SEMIAUTOMATIZADO;68500
905305;905305;BENZODIACEPINAS CUANTITATIVAS AUTOMATIZADO;53600
905307;905307;CLORPROMAZINA;38400
905308;905308;FENCICLIDINA;30600
905309;905309;FENOTIAZINAS AUTOMATIZADO;38400
905313;905313;LITIO SEMIAUTOMATIZADO;22500
905401;905401;AMIKACINA AUTOMATIZADO;38400
905404;905404;GENTAMICINA AUTOMATIZADA;58200
905406;905406;KANAMICINA AUTOMATIZADO;39000
905407;905407;NETILMICINA AUTOMATIZADO;50100
905409;905409;TOBRAMICINA AUTOMATIZADO;39000
905410;905410;VANCOMICINA AUTOMATIZADO;56000
905502;905502;CICLOSPORINA A O METABOLITOS SEMIAUTOMATIZADO O AUTOMATIZADO;83900
905606;905606;NITROPRUSIATO DE SODIO;16500
905701;905701;ACETAMINOFEN AUTOMATIZADO;42500
905703;905703;ALCALOIDES AUTOMATIZADO;50300
905705;905705;ALCOHOL ETILICO AUTOMATIZADO;36800
905707;905707;ALCOHOL METILICO [FORMALDEHIDO] MANUAL;36800
905709;905709;ARSENICO SEMIAUTOMATIZADO;32500
905710;905710;ATROPINICOS AUTOMATIZADO;42500
905714;905714;CAFEINA AUTOMATIZADO;41100
905716;905716;CANNABINOIDES AUTOMATIZADO;27600
905720;905720;CIANUROS SEMIAUTOMATIZADO;32800
905722;905722;HIDROCARBUROS AUTOMATIZADO;30000
905725;905725;COCAINA O METABOLITOS SEMIAUTOMATIZADO;51200
905728;905728;ESTRICNINA SEMIAUTOMATIZADO;65800
905730;905730;MERCURIO SEMIAUTOMATIZADO;77700
905731;905731;MERCURIO AUTOMATIZADO;77700
905732;905732;METACUALONA SEMIAUTOMATIZADO O AUTOMATIZADO;42800
905734;905734;METADONA SEMIAUTOMATIZADO O AUTOMATIZADO;29000
905736;905736;METALES PESADOS CADA UNO SEMIAUTOMATIZADO;47400
905737;905737;MONOXIDO DE CARBONO [CARBOXIHEMOGLOBINA] SEMIAUTOMATIZADO;32800
905739;905739;OPIACEOS SEMIAUTOMATIZADO O AUTOMATIZADO;52500
905741;905741;ORGANOCLORADOS SEMIAUTOMATIZADO;42000
905742;905742;ORGANOFOSFORADOS SEMIAUTOMATIZADO;54100
905744;905744;PARANITROFENOL SEMIAUTOMATIZADO;38400
905749;905749;PRIMIDONA SEMIAUTOMATIZADO O AUTOMATIZADO;86100
905751;905751;PROPOXIFENO AUTOMATIZADO;50100
905755;905755;SALICILATOS AUTOMATIZADO;31900
905760;905760;TALIO SEMIAUTOMATIZADO;47600
906001;906001;ANTIESTREPTOLISINA AUTOMATIZADO;31900
906002;906002;ANTIESTREPTOLISINA MANUAL;38200
906023;906023;HELICOBACTER PYLORI ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;70168
906024;906024;HELICOBACTER PYLORI ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;70168
906026;906026;LEGIONELLA SPP ANTICUERPOS IG G SEROTIPOS 1-14 SEMIAUTOMATIZADO O AUTOMATIZADO;106100
906036;906036;MYCOPLASMA PNEUMONIAE ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;31100
906039;906039;TREPONEMA PALLIDUM ANTICUERPOS (PRUEBA TREPONEMICA) MANUAL O SEMIAUTOMATIZADA O AUTOMATIZADA;89723
906109;906109;CISTICERCO ANTICUERPOS TOTALES;57700
906111;906111;COCCIDIOIDES ANTICUERPOS;45700
906113;906113;ENTAMOEBA HISTOLITICA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;16800
906118;906118;HISTOPLASMA CAPSULATUM ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;35500
906120;906120;HONGOS ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO;13000
906126;906126;TOXOPLASMA GONDII ANTICUERPOS IG A SEMIAUTOMATIZADO O AUTOMATIZADO;82692
906127;906127;TOXOPLASMA GONDII ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;82600
906128;906128;TOXOPLASMA GONDII ANTICUERPOS IG G MANUAL O SEMIAUTOMATIZADO;82600
906129;906129;TOXOPLASMA GONDII ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;82600
906130;906130;TOXOPLASMA GONDII ANTICUERPOS IG M MANUAL O SEMIAUTOMATIZADO;82600
906131;906131;TRYPANOSOMA CRUZI ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;34100
906133;906133;TRYPANOSOMA CRUZI ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;34100
906205;906205;CITOMEGALOVIRUS ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;60100
906206;906206;CITOMEGALOVIRUS ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;60100
906207;906207;DENGUE ANTICUERPOS IG G;96100
906208;906208;DENGUE ANTICUERPOS IG M;96100
906209;906209;DENGUE ANTICUERPOS TOTALES;196000
906211;906211;EPSTEIN-BARR ANTICUERPOS IG A (CAPSULA EB-VCA-A) SEMIAUTOMATIZADO O AUTOMATIZADO;83900
906212;906212;EPSTEIN-BARR ANTICUERPOS IG G (CAPSULA EB-VCA-G) SEMIAUTOMATIZADO O AUTOMATIZADO;83900
906213;906213;EPSTEIN-BARR ANTICUERPOS IG G (NUCLEARES EBNA-G) SEMIAUTOMATIZADO O AUTOMATIZADO;83900
906215;906215;EPSTEIN-BARR ANTICUERPOS IG M (CAPSULA EB-VCA-M) SEMIAUTOMATIZADO O AUTOMATIZADO;83900
906216;906216;EPSTEIN-BARR ANTICUERPOS IG M (NUCLEARES EBNA-M) SEMIAUTOMATIZADO O AUTOMATIZADO;83900
906218;906218;HEPATITIS A ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;97700
906219;906219;HEPATITIS A ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO;79800
906220;906220;HEPATITIS B ANTICUERPOS CENTRAL IG M [ANTI-CORE HBC-M] SEMIAUTOMATIZADO O AUTOMATIZADO;77700
906221;906221;HEPATITIS B ANTICUERPOS CENTRAL TOTALES [ANTI-CORE HBC] SEMIAUTOMATIZADO O AUTOMATIZADO;97700
906222;906222;HEPATITIS B ANTICUERPOS E [ANTI-HBE] SEMIAUTOMATIZADO O AUTOMATIZADO;97775
906223;906223;HEPATITIS B ANTICUERPOS S [ANTI-HBS] SEMIAUTOMATIZADO O AUTOMATIZADO;97775
906224;906224;HEPATITIS B ANTICUERPOS DNA POLIMERASA AUTOMATIZADA;97775
906225;906225;Hepatitis C, ANTICUERPO [ANTI-HVC] & *+;109900
906226;906226;HEPATITIS DELTA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;79800
906228;906228;HERPES I ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;86100
906229;906229;HERPES I ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;86100
906230;906230;HERPES II ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;86100
906231;906231;HERPES II ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;86100
906232;906232;HTLV-I Y II ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO;100700
906233;906233;HTLV-I Y II ANTICUERPOS TOTALES CONFIRMATORIO SEMIAUTOMATIZADO O AUTOMATIZADO;77700
906241;906241;RUBEOLA ANTICUERPOS IG G AUTOMATIZADO;74700
906242;906242;RUBEOLA ANTICUERPOS IG G SEMIAUTOMATIZADO;74700
906243;906243;RUBEOLA ANTICUERPOS IG M AUTOMATIZADO;78500
906244;906244;RUBEOLA ANTICUERPOS IG M SEMIAUTOMATIZADO;78500
906245;906245;SARAMPION ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;37400
906246;906246;SARAMPION ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;37400
906247;906247;VARICELA ZOSTER ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;42800
906248;906248;VARICELA ZOSTER ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;42800
906249;906249;VIRUS DE INMUNODEFICIENCIA HUMANA 1 Y 2 ANTICUERPOS;77700
906250;906250;VIRUS DE INMUNODEFICIENCIA HUMANA PRUEBA CONFIRMATORIA;377600
906251;906251;Virus de Encefalitis, ANTICUERPOS +;115030
906262;906262;HEPATITIS B ANTICUERPOS S [ANTI-HBS] MANUAL;97775
906263;906263;HEPATITIS C ANTICUERPOS MANUAL;109900
906302;906302;ANTIGENO P 24 VIRUS DE INMUNODEFICIENCIA HUMANA 1;102632
906303;906303;ANTIGENOS BACTERIANOS MANUAL O SEMIAUTOMATIZADO;152700
906304;906304;ANTIGENOS FEBRILES MANUAL O SEMIAUTOMATIZADO;36555
906314;906314;CRYPTOCOCCUS NEOFORMANS ANTIGENO;36555
906317;906317;HEPATITIS B ANTIGENO DE SUPERFICIE [AG HBS];97700
906318;906318;HEPATITIS B ANTIGENO E [AG HBE] SEMIAUTOMATIZADO O AUTOMATIZADO;97700
906319;906319;HEPATITIS DELTA ANTIGENO [AG HVD] SEMIAUTOMATIZADO O AUTOMATIZADO;79800
906322;906322;LEGIONELLA SPP ANTIGENO;106100
906323;906323;NEISSERIA GONORRHOEAE ANTIGENO;54900
906326;906326;ROTAVIRUS ANTIGENOS SEMIAUTOMATIZADO O AUTOMATIZADO;80900
906327;906327;ROTAVIRUS ANTIGENOS MANUAL;80900
906329;906329;VIRUS SINCITIAL RESPIRATORIO ANTIGENO;54400
906401;906401;ACETILCOLINA RECEPTORES ANTICUERPOS BLOQUEADORES AUTOMATIZADO;68500
906406;906406;ANTICUERPOS NUCLEARES EXTRACTABLES TOTALES [ENA] SS-A [RO] SS-B [LA] RNP Y SM SEMIAUTOMATIZADO O AUTOMATIZADO;137500
906407;906407;CARDIOLIPINA ANTICUERPOS IG A SEMIAUTOMATIZADO O AUTOMATIZADO;100700
906408;906408;CARDIOLIPINA ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;100700
906409;906409;CARDIOLIPINA ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;100700
906411;906411;CELULAS PARIETALES ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;64100
906413;906413;CENTROMERO ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;94500
906414;906414;CITOPLASMA DE NEUTROFILOS ANTICUERPOS TOTALES [C-ANCA O P-ANCA] MANUAL O SEMIAUTOMATIZADO;72500
906417;906417;DNA N ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;69300
906419;906419;ESPERMATOZOIDES ANTICUERPOS AUTOMATIZADO;72800
906422;906422;FOSFOLIPIDOS ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;71200
906423;906423;FOSFOLIPIDOS ANTICUERPOS IG M SEMIAUTOMATIZADO O AUTOMATIZADO;71200
906428;906428;ISOLEUCOAGLUTININAS;25200
906430;906430;SSB [LA] ANTICUERPOS IG G SEMIAUTOMATIZADO O AUTOMATIZADO;103400
906432;906432;MITOCONDRIA ANTICUERPOS AUTOMATIZADO;46000
906436;906436;MUSCULO LISO ANTICUERPOS AUTOMATIZADO;45700
906440;906440;ANTICUERPOS ANTINUCLEARES AUTOMATIZADO;64400
906442;906442;ANTICUERPOS ANTINUCLEARES SEMIAUTOMATIZADO;64400
906443;906443;PLAQUETARIOS ANTICUERPOS SEMIAUTOMATIZADO;42050
906447;906447;PM/SCL ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;103400
906448;906448;PM1 ANTICUERPOS ASOCIADOS A POLIMIOSITIS AUTOMATIZADO;103400
906449;906449;PM2 ANTICUERPOS AUTOMATIZADO;103400
906453;906453;RNP ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;103527
906454;906454;SSA [RO] ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;103400
906455;906455;SCL-70 ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;103527
906456;906456;SM ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO;388380
906457;906457;TIROIDEOS COLOIDALES ANTICUERPOS;57700
906458;906458;TIROIDEOS MICROSOMALES ANTICUERPOS (TIROIDEOS PEROXIDASA ANTICUERPOS) AUTOMATIZADO;66600
906462;906462;TIROIDEOS PEROXIDASA ANTICUERPOS;82692
906463;906463;TIROIDEOS TIROGLOBULINICOS ANTICUERPOS AUTOMATIZADO;66600
906509;906509;ANTICUERPOS CITOTOXICOS ANTI HLA;263926
906601;906601;ACIDO SIALICO SEMIAUTOMATIZADO O AUTOMATIZADO;40900
906602;906602;ALFA FETOPROTEINA SEMIAUTOMATIZADO O AUTOMATIZADO;76100
906603;906603;ANTIGENO CARCINOEMBRIONARIO SEMIAUTOMATIZADO O AUTOMATIZADO;115000
906604;906604;ANTIGENO DE CANCER DE MAMA [CA 15-3] SEMIAUTOMATIZADO O AUTOMATIZADO;173200
906605;906605;ANTIGENO DE CANCER DE OVARIO [CA 125] SEMIAUTOMATIZADO O AUTOMATIZADO;139100
906606;906606;ANTIGENO DE CANCER DE TUBO DIGESTIVO [CA 19-9] SEMIAUTOMATIZADO O AUTOMATIZADO;139100
906610;906610;ANTIGENO ESPECIFICO DE PROSTATA SEMIAUTOMATIZADO O AUTOMATIZADO;140200
906611;906611;ANTIGENO ESPECIFICO DE PROSTATA FRACCION LIBRE SEMIAUTOMATIZADO O AUTOMATIZADO;140200
906613;906613;ANTIGENO POLIPEPTIDO DE TEJIDO O ANTIGENO DE PROLIFERACION CELULAR AUTOMATIZADO;128449
906620;906620;BETA 2 MICROGLOBULINA SEMIAUTOMATIZADO O AUTOMATIZADO;34900
906621;906621;CALCITONINA SEMIAUTOMATIZADO O AUTOMATIZADO;131500
906624;906624;GASTRINA SEMIAUTOMATIZADO O AUTOMATIZADO;124200
906625;906625;GONADOTROPINA CORIONICA SUBUNIDAD BETA SEMIAUTOMATIZADO O AUTOMATIZADO;49590
906701;906701;CULTIVO MIXTO DE LINFOCITOS;137500
906711;906711;LINFOCITOS B (CD19 Y CD20) SEMIAUTOMATIZADO O AUTOMATIZADO;73600
906712;906712;LINFOCITOS T CD3 SEMIAUTOMATIZADO O AUTOMATIZADO;73400
906714;906714;LINFOCITOS T CD4 SEMIAUTOMATIZADO O AUTOMATIZADO;73400
906720;906720;LINFOCITOS T CD8 SEMIAUTOMATIZADO O AUTOMATIZADO;73400
906724;906724;LINFOCITOS CD11 SEMIAUTOMATIZADO O AUTOMATIZADO;115000
906744;906744;LINFOCITOS T CUANTIFICACION CD3 CD4 CD8 SEMIAUTOMATIZADO O AUTOMATIZADO;73400
906801;906801;BETA 2 GLICOPROTEINA I SEMIAUTOMATIZADO O AUTOMATIZADO;34510
906802;906802;CAMPO OSCURO PARA CUALQUIER MUESTRA;31100
906807;906807;ELECTROFORESIS DE AMINOACIDOS EN ORINA;89300
906810;906810;ELECTROFORESIS DE LIPOPROTEINAS SEMIAUTOMATIZADO Y AUTOMATIZADO;78603
906811;906811;ELECTROFORESIS DE PROTEINAS DE LIQUIDO CEFALORRAQUIDEO [DETECCION DE BANDAS OLIGOCLONALES] SEMIAUTOMATIZADO Y AUTOMATIZADO;57700
906812;906812;ELECTROFORESIS DE PROTEINAS SEMIAUTOMATIZADO Y AUTOMATIZADO;43800
906814;906814;FAGOCITOSIS ESTUDIO;18400
906823;906823;INHIBIDOR C1 ESTERASA CONCENTRACION O FUNCIONAL SEMIAUTOMATIZADO O AUTOMATIZADO;47400
906824;906824;INMUNOFIJACION SEMIAUTOMATIZADO;89468
906826;906826;INMUNOGLOBULINA A [IG A] SEMIAUTOMATIZADO;29800
906827;906827;INMUNOGLOBULINA A [IG A] AUTOMATIZADO;45700
906828;906828;INMUNOGLOBULINA G [IG G] SEMIAUTOMATIZADO;29800
906829;906829;INMUNOGLOBULINA G [IG G] AUTOMATIZADO;45700
906831;906831;INMUNOGLOBULINA M [IG M] SEMIAUTOMATIZADO O AUTOMATIZADO;29800
906832;906832;INMUNOGLOBULINA M [IG M] AUTOMATIZADO;45700
906833;906833;INMUNOGLOBULINA D [IG D] SEMIAUTOMATIZADO O AUTOMATIZADO;68507
906834;906834;INMUNOGLOBULINA E [IG E] ESPECIFICA (DOSIFICACION CADA ALERGENO) SEMIAUTOMATIZADO O AUTOMATIZADO;57400
906835;906835;INMUNOGLOBULINA E [IG E] SEMIAUTOMATIZADO;57387
906836;906836;INMUNOGLOBULINA E [IG E] AUTOMATIZADO;57400
906837;906837;INMUNOGLOBULINAS CADENAS LIVIANAS KAPPA Y LAMBDA SEMIAUTOMATIZADO O AUTOMATIZADO;130367
906901;906901;AGLUTININAS AL FRIO;13549
906903;906903;ANTICUERPOS HETEROFILOS MANUAL SEMIAUTOMATIZADO O AUTOMATIZADO;17900
906904;906904;COMPLEMENTO HEMOLITICO AL 50% [CH 50] MANUAL O SEMIAUTOMATIZADO;69000
906905;906905;COMPLEMENTO SERICO C3 SEMIAUTOMATIZADO;36500
906906;906906;COMPLEMENTO SERICO C3 AUTOMATIZADO;92300
906907;906907;COMPLEMENTO SERICO C4 SEMIAUTOMATIZADO;92300
906910;906910;FACTOR REUMATOIDEO SEMIAUTOMATIZADO O AUTOMATIZADO;14900
906911;906911;FACTOR REUMATOIDEO MANUAL;23500
906913;906913;PROTEINA C REACTIVA ALTA PRECISION AUTOMATIZADO;45700
906914;906914;PROTEINA C REACTIVA MANUAL O SEMIAUTOMATIZADO;13500
906915;906915;PRUEBA NO TREPONEMICA MANUAL;16617
907001;907001;AZUCARES REDUCTORES EN HECES;10000
907002;907002;COPROLOGICO;8900
907003;907003;COPROLOGICO POR CONCENTRACION;13500
907004;907004;COPROSCOPICO;35200
907005;907005;FROTIS RECTAL (IDENTIFICACION DE TROFOZOITOS);20600
907006;907006;GRASAS NEUTRAS EN HECES [SUDAN III];19200
907007;907007;OXIUROS IDENTIFICACION PERIANAL [CINTA ADHESIVA O PRUEBA DE GRAHAM];10800
907008;907008;SANGRE OCULTA EN MATERIA FECAL [GUAYACO O EQUIVALENTE];6800
907011;907011;UROBILINOGENO EN MATERIA FECAL CUANTITATIVO;14300
907012;907012;SANGRE OCULTA EN MATERIA FECAL [GUAYACO O EQUIVALENTE] SERIADO TRES MUESTRAS;6800
907102;907102;HEMOGLOBINURIA;24900
907103;907103;PROTEINAS DE BENCE JONES MANUAL;11600
907104;907104;RECUENTO DE ADDIS;14900
907105;907105;RECUENTO HAMBURGUER;22700
907106;907106;UROANALISIS;14300
907201;907201;ESPERMOGRAMA BASICO;49000
907202;907202;MOCO CERVICAL ANALISIS;28100
907203;907203;LIQUIDO PROSTATICO (EXAMEN MICROSCOPICO);31900
908309;908309;AMINOACIDOS CUALITATIVOS;21400
908326;908326;BETA GALACTOCIDASA ACTIVIDAD;109900
90DS01;90DS01;DERECHO DERECHO DE SALA DE PARTO ;459218
911004;911004;ANTICUERPOS IRREGULARES, DETECCIÓN [RASTREO O RAI] EN TUBO +;16800
911006;911006;ANTICUERPOS IRREGULARES IDENTIFICACION EN TUBO;35700
911007;911007;COOMBS DIRECTO FRACCIONADO MONOESPECÍFICO (INMUNOGLOBULINAS Y FRACCIONES DEL COMPLEMENTO) POR MICROTÉCNICA;16800
911008;911008;COOMBS DIRECTO FRACCIONADO MONOESPECÍFICO (INMUNOGLOBULINAS Y FRACCIONES DEL COMPLEMENTO) EN TUBO;16800
911009;911009;COOMBS DIRECTO CUALITATIVO POR MICROTÉCNICA;16800
911010;911010;COOMBS DIRECTO CUALITATIVO EN TUBO;16800
911014;911014;FENOTIPO SISTEMA RH CUALQUIER ANTIGENO EN TUBO;21400
911015;911015;HEMOCLASIFICACION SISTEMA RH [ANTIGENO RH D] POR MICROTECNICA;28700
911016;911016;HEMOCLASIFICACION SISTEMA RH [ANTIGENO RH D] EN TUBO;28700
911017;911017;HEMOCLASIFICACION SISTEMA ABO DIRECTA [HEMOCLASIFICACION GLOBULAR] POR MICROTECNICA;11900
911018;911018;HEMOCLASIFICACION SISTEMA ABO DIRECTA [HEMOCLASIFICACION GLOBULAR] EN TUBO;11900
911020;911020;HEMOCLASIFICACION SISTEMA ABO INVERSA [HEMOCLASIFICACION SERICA] EN TUBO;31900
911021;911021;PRUEBA CRUZADA MAYOR POR MICROTECNICA;38400
911022;911022;PRUEBA CRUZADA MAYOR EN TUBO;38400
911026;911026;FENOTIPO SISTEMA ABO [SUBGRUPOS] EN TUBO;7542
911101;911101;PROCESAMIENTO DE LA UNIDAD DE AUTOTRANSFUSION [PREDEPOSITO];501120
911102;911102;PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS ESTANDAR;83868
911103;911103;PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS LEUCORREDUCIDAS;83868
911105;911105;PROCESAMIENTO DE LA UNIDAD DE CRIOPRECIPITADO;83868
911106;911106;PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS ESTANDAR;387092
911107;911107;PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE GLOBULOS ROJOS LEUCORREDUCIDOS;501120
911110;911110;PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS LAVADOS;571068
911202;911202;PROCESAMIENTO DE CONCENTRADO DE LEUCOCITOS POR AFERESIS O LEUCOFERESIS;1551268
911203;911203;PROCESAMIENTO DE PLASMA POR AFERESIS O PLASMAFERESIS;1551268
912002;912002;TRANSFUSION DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS;103588
912004;912004;TRANSFUSION DE LA UNIDAD DE SANGRE TOTAL;103588
912010;912010;EXANGUINO TRANSFUSION;142900
920303;920303;BUSQUEDA DE HEMORRAGIA PULMONAR;275300
931001;931001;TERAPIA FISICA INTEGRAL;20800
